kode,nama_produk,unit,trx_count,qty_sum,qty_mean,qty_median,qty_std,qty_max,qty_p75,qty_p95,outlier_jumlah_beli,permintaan_kategori
H00000246,HNS RICH NUTRION SERUM,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H0000026,HABBATUSAUDA 210,BTL,24,25.0,1.0416666666666667,1.0,0.20412414523193148,2.0,1.0,1.0,0,0
H0000030,HUFAMAG PLUS TAB,STRIP,252,723.0,2.869047619047619,1.0,4.606715421838328,30.0,2.0,14.499999999999886,0,1
H0000032,HEROCYN BABY 200GR,BTL,16,22.0,1.375,1.0,0.8062257748298549,3.0,1.0,3.0,0,0
H0000034,HOTIN AROMATHERAPY 120ML,BTL,9,12.0,1.3333333333333333,1.0,0.7071067811865476,3.0,1.0,2.5999999999999996,0,0
H0000035,HUFRALGIN,STRIP,79,218.0,2.759493670886076,1.0,6.1607009047493895,50.0,2.0,10.0,0,1
H0000042,HOTIN CREAM TUBE 120GR,TUBE,48,74.0,1.5416666666666667,1.0,0.8494887907875883,3.0,2.0,3.0,0,0
H0000043,HOTIN CREAM TUBE 60GR,TUBE,88,132.0,1.5,1.0,0.8022955570857541,3.0,2.0,3.0,0,0
H0000044,HANSAPLAS AMPLOP,AMP,65,132.0,2.0307692307692307,1.0,6.118540549962747,50.0,1.0,3.5999999999999943,0,1
H0000049,H BOOSTER,BTL,51,80.0,1.5686274509803921,1.0,1.024790748607428,6.0,2.0,3.0,0,0
H0000050,HUFAMAG SYR,BTL,67,124.0,1.8507462686567164,1.0,1.62605426260872,6.0,2.0,6.0,0,1
H0000051,HOTIN AROMATHERAPY TUBE 60ML,TUBE,39,57.0,1.4615384615384615,1.0,0.7896086254446049,3.0,2.0,3.0,0,0
H0000052,HOTIN AROMATHERAPY TUBE 120,TUBE,18,28.0,1.5555555555555556,1.0,0.8555852638929972,3.0,2.0,3.0,0,0
H0000055,HAPPY KEMIRI,BTL,7,12.0,1.7142857142857142,1.0,1.8898223650461359,6.0,1.0,4.4999999999999964,0,0
H0000057,HOTIN CREAM 60 ML,BTL,56,87.0,1.5535714285714286,1.0,0.9893917848335431,6.0,2.0,3.0,0,0
H0000058,HOTIN AROMATHERAPY 60ML,BTL,31,42.0,1.3548387096774193,1.0,0.6607262215055085,3.0,1.5,3.0,0,0
H0000059,HERBAKOF SYR 60ML,BTL,18,26.0,1.4444444444444444,1.0,0.8555852638929973,3.0,1.0,3.0,0,0
H0000060,HEMAVITON CARDIO,STRIP,13,19.0,1.4615384615384615,1.0,0.7762500258061847,3.0,2.0,3.0,0,0
H0000061,HOTIN DCL 30GR,TUBE,5,6.0,1.2,1.0,0.4472135954999579,2.0,1.0,1.7999999999999998,0,0
H0000065,HOTIN DCL 60GR,TUBE,10,13.0,1.3,1.0,0.48304589153964794,2.0,1.75,2.0,0,0
H0000067,HEROCYN BABY 100GR,BTL,32,52.0,1.625,1.0,1.3619246343602935,6.0,1.0,4.349999999999998,0,0
H0000068,HUFAGESIC SYR 60ML,BOTOL,15,23.0,1.5333333333333334,1.0,0.9154754164341269,3.0,2.0,3.0,0,0
H0000069,HUFAGESIC,STRIP,518,1195.0,2.306949806949807,1.0,4.819005527700272,60.0,1.0,11.149999999999977,0,1
H0000077,HOTIN STRONG TUBE 60GR,TUBE,107,162.0,1.514018691588785,1.0,0.8726935745833277,3.0,2.5,3.0,0,0
H0000079,HOTIN KOYO AROMTRPY,PCS,49,95.0,1.9387755102040816,1.0,2.786935019465127,12.0,1.0,9.599999999999966,0,1
H000008,HOTIN STRONG BTL 60ML,BTL,4,6.0,1.5,1.0,1.0,3.0,1.5,2.6999999999999993,0,0
H0000083,HUFANOXIL 500MG,STRIP,225,491.0,2.1822222222222223,1.0,3.270217943322035,20.0,1.0,10.0,0,1
H0000084,HISTAPAN,STRIP,49,104.0,2.122448979591837,1.0,2.720544163254419,10.0,2.0,10.0,0,1
H0000092,HELIATECH SUNSCREEN SPF 45 30ML,TUBE,8,9.0,1.125,1.0,0.3535533905932738,2.0,1.0,1.6499999999999995,0,0
H0000095,HELIXIM TAB,STRIP,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H0000098,HUFANEURON,STRIP,15,26.0,1.7333333333333334,1.0,2.313521331732421,10.0,1.0,4.3999999999999915,0,0
H0000099,HUFABION,STRIP,53,89.0,1.679245283018868,1.0,2.1010398973407685,10.0,1.0,5.79999999999999,0,0
H0000100,HEEL-SOFT 20GR,TUBE,4,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H0000101,HI C1000,BTL,24,72.0,3.0,1.5,7.064916381547687,36.0,2.0,3.6999999999999957,0,1
H0000193,HUFAGESIC DROP,BTL,8,11.0,1.375,1.0,0.7440238091428449,3.0,1.25,2.6499999999999995,0,0
H000047,HALOWELL VIT C 500MG,BTL,3,4.0,1.3333333333333333,1.0,0.5773502691896257,2.0,1.5,1.9,0,0
H0000489,HOTIN STRONG TUBE 120GR,TUBE,51,78.0,1.5294117647058822,1.0,0.8331372318284808,3.0,2.0,3.0,0,0
H0000491,HAND SANITIZER REFILL,ML,9,2936.0,326.22222222222223,300.0,310.53130992614,1000.0,500.0,799.9999999999998,1,1
H0000493,HEVIT-C 500MG,STRIP,133,377.0,2.8345864661654137,1.0,8.444274060629933,90.0,2.0,8.799999999999983,1,1
H0000494,HOLIMOX 500MG,STRIP,56,110.0,1.9642857142857142,1.0,3.7122122084438383,20.0,1.0,4.0,0,1
H0000495,HEMAVITON C1000,BTL,4,5.0,1.25,1.0,0.5,2.0,1.25,1.8499999999999996,0,0
H0000496,HERBATIA SARI OXYFIT,BOX,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0,1
H0000497,HERBATIA SARI IMUNO,BOX,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0,1
H0000498,HERBORIST ALOE VERA GEL 100,PCS,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H0000499,HABBATUSSAUDA ALYA MINYAK,BTL,17,17.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H0000500,HERBORIST MINYAK ZAITUN,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H0000501,HEVIT C PLUS,STRIP,128,544.0,4.25,1.0,21.335342753133837,240.0,2.0,10.0,1,1
H0000502,HAU FUNG SAN,BTL,6,18.0,3.0,1.0,4.427188724235731,12.0,1.75,9.5,0,1
H0000503,HEVIT C 1000MG,STRIP,24,75.0,3.125,1.0,5.3593680678748425,20.0,2.0,17.89999999999997,0,1
H000078,HOTIN STRONG BOTOL 120ML,BTL,36,54.0,1.5,1.0,0.8106434833777776,3.0,2.0,3.0,0,0
H000080,HANSAPLAST SPRAY,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H000082,HUFADEXTAMIN TABLET,STRP,145,391.0,2.696551724137931,1.0,3.680512000031446,20.0,2.0,10.0,0,1
H000085,HANSAPLAT ROLL 15CM,ROLL,2,6.0,3.0,3.0,2.8284271247461903,5.0,4.0,4.8,0,1
H000088,HERBA VOMITZ SYR 60ML,BTL,5,6.0,1.2,1.0,0.4472135954999579,2.0,1.0,1.7999999999999998,0,0
H000092,HISTAKLOR 2MG,STRIP,55,133.0,2.418181818181818,1.0,4.04003533671248,20.0,1.5,10.0,0,1
H000093,HUFANACEA SYR,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H000095,HAND GEL 60ML,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H000096,HANDRUB ANTISEPTIC 500ML,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H000097,HANASUI SERUM VITAMIN C,PCS,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H000369,HOTIN BALSEM,BTL,10,14.0,1.4,1.0,0.8432740427115678,3.0,1.0,3.0,0,0
H000425,HANASUI BODY SPA GEL W.C,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H000456,HUFALLERZIN EXP SYR,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H00098,HERBORIST PEMBERSIH TANGAN 60ML,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
H00457,HUFABETHAMIN SYR,BTL,9,14.0,1.5555555555555556,1.0,0.7264831572567789,3.0,2.0,2.5999999999999996,0,0
I0000001,IBUPROFEN 400MG,STRIP,371,983.0,2.6495956873315363,1.0,4.9632289618736465,40.0,2.0,10.0,0,1
I00000028,IMBOOST SYR 120ML,BTL,4,6.0,1.5,1.0,1.0,3.0,1.5,2.6999999999999993,0,0
I0000004,IMBOOST,TAB,166,2398.0,14.44578313253012,10.0,23.524714540913592,200.0,10.0,50.0,1,1
I0000005,IMBOOST FORCE,TAB,616,6259.0,10.160714285714286,4.0,33.706313834866215,600.0,10.0,30.0,1,1
I0000007,INCIDAL OD,TAB,81,641.0,7.91358024691358,4.0,12.278230258127794,50.0,6.0,50.0,0,1
I0000008,INERSON OINT 15G,TUBE,38,41.0,1.0789473684210527,1.0,0.2732763127330939,2.0,1.0,2.0,0,0
I0000009,INSTO REG,BTL,351,659.0,1.8774928774928774,1.0,2.698005715196846,12.0,1.0,12.0,0,1
I0000010,INTERHISTIN,TAB,126,2710.0,21.50793650793651,10.0,30.094981915727022,200.0,20.0,100.0,1,1
I0000011,INTUNAL FORTE,STRIP,188,559.0,2.973404255319149,1.0,6.171725688552686,50.0,2.0,20.450000000000074,0,1
I0000012,INZA,STRIP,21,59.0,2.8095238095238093,2.0,5.134384555319631,25.0,2.0,4.0,0,1
I0000013,INZANA,STRIP,11,48.0,4.363636363636363,2.0,6.960929927426755,25.0,3.5,15.0,0,1
I0000014,IPI A,BTL,19,38.0,2.0,1.0,1.8257418583505538,6.0,2.0,6.0,0,1
I0000015,IPI B KOMPLEX,BTL,83,182.0,2.1927710843373496,1.0,3.0978270563975663,12.0,1.0,12.0,0,1
I0000017,IPI C,BTL,150,385.0,2.566666666666667,1.0,4.959455299527253,48.0,2.0,12.0,0,1
I0000018,IMUNOS SYR,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
I000002,ITAMOL TAB,STRIP,6,20.0,3.3333333333333335,2.0,3.5023801430836525,10.0,3.75,8.5,0,1
I0000020,IMBOOST FORCE SYR,BTL,87,140.0,1.6091954022988506,1.0,1.9904207913127923,12.0,1.0,3.0,0,0
I0000022,ISOSORBIDE DINITRATE,STRIP,61,431.0,7.065573770491803,5.0,6.297800813138441,30.0,10.0,20.0,0,1
I0000027,IMBOOST SYR,BTL,100,141.0,1.41,1.0,0.792579218868258,6.0,2.0,3.0,0,0
I0000028,INPEPSA 100 ML,BTL,32,41.0,1.28125,1.0,0.5811209967839965,3.0,1.0,2.4499999999999993,0,0
I0000031,INFLASONE KAPLET,STRIP,560,1470.0,2.625,1.0,4.83858411555401,40.0,2.0,20.0,0,1
I0000035,INFUSAN RL WIDARTA,FLS,34,226.0,6.647058823529412,2.0,17.14975457539947,100.0,3.75,20.0,1,1
I0000036,INFUSAN NACL WIDATRA,BTL,98,394.0,4.020408163265306,1.0,8.080751715359995,60.0,2.0,20.0,0,1
I0000042,INTERNOLOL,STRIP,2,6.0,3.0,3.0,2.8284271247461903,5.0,4.0,4.8,0,1
I0000043,INFALGIN,STRIP,159,346.0,2.1761006289308176,1.0,3.0053424817893384,20.0,1.0,10.0,0,1
I0000047,I FACE SERUM 10ML,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
I0000050,INTUNAL SYR 60ML,BTL,75,121.0,1.6133333333333333,1.0,1.2828740256805287,6.0,1.0,3.8999999999999915,0,0
I0000051,ITRACONAZOLE 100MG,STRIP,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
I0000053,INAMID TAB,STRIP,31,64.0,2.064516129032258,1.0,2.6700247673129396,10.0,2.0,10.0,0,1
I0000056,ITRABAT SYR 100ML,BTL,26,39.0,1.5,1.0,0.9486832980505138,4.0,1.0,3.0,0,0
I0000058,IFREE,BOX,5,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
I0000059,IMBOOST EFFERVESCENT JRK,BTL,47,76.0,1.6170212765957446,1.0,1.7010634971324838,12.0,2.0,3.0,0,0
I0000060,IMUNVIT SYR 60ML,BTL,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
I0000061,INSTO DRY EYES,BTL,12,17.0,1.4166666666666667,1.0,0.6685579234215215,3.0,2.0,2.4499999999999993,0,0
I0000063,IMBOOST FORCE SYR 120ML,BTL,6,8.0,1.3333333333333333,1.0,0.816496580927726,3.0,1.0,2.5,0,0
I0000064,IMBOOST KIDS SYR 45ML,BTL,35,82.0,2.342857142857143,1.0,5.9306921386712945,36.0,1.0,3.8999999999999915,0,1
I0000066,IPI D3 1000,BTL,1,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0,1
I0000067,IMODIAR 2MG TAB,STRIP,10,30.0,3.0,1.0,3.711842908553348,10.0,2.0,10.0,0,1
I000031,INFUSET OTSUKA,SET,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
I000058,IMBOOST FORCE ES,TAB,82,641.0,7.817073170731708,2.0,32.96767142564285,300.0,5.0,10.0,1,1
I00032,INFUSET DWS,PCS,6,8.0,1.3333333333333333,1.0,0.5163977794943223,2.0,1.75,2.0,0,0
J0000001,JESSCOOL,PCS,30,201.0,6.7,4.0,6.513381451368749,22.0,6.0,20.0,0,1
J00000014,JOHNSON BABY OIL REG 50 ML,BTL,8,13.0,1.625,1.0,0.9161253813129043,3.0,2.25,3.0,0,0
J0000003,JF SULFUR ACNE SKIN CARE 90 GR,PCS,26,38.0,1.4615384615384615,1.0,0.7605665904189707,3.0,2.0,3.0,0,0
J0000012,JOHNSON BABY OIL REG 125,BTL,9,14.0,1.5555555555555556,1.0,0.8819171036881969,3.0,2.0,3.0,0,0
J0000013,JAMKHO,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
J0000014,JAGUAR,BOX,13,15.0,1.1538461538461537,1.0,0.3755338080994054,2.0,1.0,2.0,0,0
J0000015,JATI CINA TUBRUK,BKS,35,49.0,1.4,1.0,0.6945163361480208,3.0,2.0,3.0,0,0
J0000017,JOINT MAX,STRIP,22,42.0,1.9090909090909092,1.0,1.7157281089155545,5.0,1.0,5.0,0,1
J0000018,JONHSON POWDER 50GR,BTL,14,22.0,1.5714285714285714,1.0,0.9376144618769909,3.0,2.5,3.0,0,0
J0000020,JOHNSONS POWDER 100GR,BTL,27,46.0,1.7037037037037037,1.0,1.1706281947614154,6.0,2.0,3.0,0,0
J00000207,JOHNSON COTTONTOUCH 200ML,BTL,2,4.0,2.0,2.0,1.4142135623730951,3.0,2.5,2.9,0,1
J0000022,JOHNSON BABY COLOGNE 100ML,BTL,11,16.0,1.4545454545454546,1.0,0.6875516509523287,3.0,2.0,2.5,0,0
J0000024,JOHNSONS POWDER 150GR,BTL,16,25.0,1.5625,1.0,0.8920949127381758,3.0,2.25,3.0,0,0
J0000027,AMH JAHE MERAH RENTENG,SACH,14,67.0,4.785714285714286,4.0,3.332325855074141,12.0,5.0,12.0,0,1
J0000028,JERSI,BOX,1,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0,1
J0000029,JAHE INSTAN WITTON,PCS,6,10.0,1.6666666666666667,1.0,1.632993161855452,5.0,1.0,4.0,0,0
J0000030,JF SULFUR DERMAMED 90GR,PCS,18,30.0,1.6666666666666667,1.0,0.9074852129730302,3.0,2.75,3.0,0,0
J0000031,JOHNSON BABY CREAM 50GR,PCS,3,4.0,1.3333333333333333,1.0,0.5773502691896257,2.0,1.5,1.9,0,0
J0000032,JARUM INSULIN MICROFINE UNGU 31X5,PCS,3,109.0,36.333333333333336,5.0,55.139217743211894,100.0,52.5,90.49999999999999,1,1
J0000033,JF SULFUR ANTI ACNE 65GR,PCS,3,5.0,1.6666666666666667,1.0,1.1547005383792517,3.0,2.0,2.8,0,0
J0000078,JATI CINA CELUP PRIMA,BOX,15,37.0,2.466666666666667,3.0,0.9154754164341269,3.0,3.0,3.0,0,1
J000008,JAMSI,BTL,5,7.0,1.4,1.0,0.8944271909999159,3.0,1.0,2.5999999999999996,0,0
K00000,KARTU STOK,PCS,6,105.0,17.5,1.0,40.41658075592244,100.0,1.0,75.25,1,1
K0000002,KALCINOL-N CR 5G,TUBE,16,25.0,1.5625,1.0,0.8920949127381758,3.0,2.25,3.0,0,0
K00000029,KOMIX KIDS OBH PE,PCS,107,2473.0,23.11214953271028,10.0,43.95845532309482,200.0,14.5,154.9999999999983,1,1
K0000004,KALNEX 500MG,TAB,14,310.0,22.142857142857142,10.0,33.070686864205435,100.0,10.0,100.0,1,1
K0000006,KALPANAX KRIM,TUBE,257,499.0,1.9416342412451362,1.0,2.607174980956008,12.0,1.0,7.199999999999932,0,1
K0000007,KANDISTATIN DROP SUSP 12ML,BTL,63,89.0,1.4126984126984128,1.0,0.6384184247007912,3.0,2.0,3.0,0,0
K0000008,KADITIC,TAB,770,17340.0,22.51948051948052,10.0,41.248307807702474,300.0,10.0,150.0,1,1
K0000009,KAPSIDA,BTL,140,277.0,1.9785714285714286,1.0,2.9540068073521484,12.0,1.0,12.0,0,1
K0000010,KAPSUL TUNTAS,BOX,39,87.0,2.230769230769231,1.0,2.019139192062567,6.0,2.5,6.0,0,1
K0000012,KB ANDALAN,STRIP,1252,4695.0,3.75,2.0,9.821132128780642,60.0,2.0,4.0,0,1
K0000013,KENALOG IN ORABASE 5G,TUBE,228,456.0,2.0,1.0,3.421878300191516,25.0,1.0,6.0,0,1
K00000145,KOPI BORNEO,SACH,45,100.0,2.2222222222222223,1.0,1.743675440098885,5.0,5.0,5.0,0,1
K0000015,KETOMED CR 15G,TUBE,23,30.0,1.3043478260869565,1.0,0.4704719688969648,2.0,2.0,2.0,0,0
K0000016,KETOMED SHAMPO,BTL,21,23.0,1.0952380952380953,1.0,0.3007926037591192,2.0,1.0,2.0,0,0
K0000017,KETOPROFEN 50MG,STRIP,13,35.0,2.6923076923076925,1.0,3.301126458867624,10.0,2.0,10.0,0,1
K0000019,KINOKI,PCS,8,100.0,12.5,10.0,4.6291004988627575,20.0,12.5,20.0,0,1
K0000021,KLODERMA CR 10G,TUBE,84,458.0,5.4523809523809526,6.0,2.050005947124855,12.0,7.0,7.0,0,1
K0000022,KLODERMA CR 5G,TUBE,52,78.0,1.5,1.0,0.851757122704842,4.0,2.0,3.0,0,0
K0000023,KLODERMA OINT 10G,TUBE,35,53.0,1.5142857142857142,1.0,0.8178676928606545,3.0,2.0,3.0,0,0
K0000024,KLODERMA OINT 5G,TUBE,76,117.0,1.5394736842105263,1.0,0.8708737294416332,4.0,2.0,3.0,0,0
K0000025,KOMIX JAHE,SACH,57,600.0,10.526315789473685,5.0,13.884864914150608,60.0,8.0,30.0,0,1
K0000026,KOMIX JERUK NIPIS,SACH,52,542.0,10.423076923076923,4.0,14.21590679602193,60.0,10.25,30.0,0,1
K0000027,KOMIX KIDS MADU,SACH,11,88.0,8.0,4.0,9.241212041718338,30.0,10.0,25.0,0,1
K0000028,KOMIX KIDS STRAW,SACH,10,57.0,5.7,3.0,8.628763269180325,30.0,3.75,19.199999999999974,0,1
K0000029,KOMIX OBH,SACH,91,715.0,7.857142857142857,4.0,11.534076496838429,60.0,5.0,30.0,0,1
K0000030,KOMIX PEPPERMINT,SACH,65,980.0,15.076923076923077,5.0,17.534169937143172,60.0,30.0,60.0,0,1
K0000032,KONICARE M.TELON PLUS 60ML,BTL,14,19.0,1.3571428571428572,1.0,0.6333236937766509,3.0,1.75,2.3499999999999996,0,0
K0000033,KONIDIN,STRIP,132,405.0,3.0681818181818183,1.0,8.377717794698377,50.0,2.0,4.0,0,1
K0000034,KONVERMEX,BTL,18,30.0,1.6666666666666667,1.0,1.6449566416599486,6.0,1.0,6.0,0,0
K0000038,KAPAS 250 GR BIRU,BAL,7,9.0,1.2857142857142858,1.0,0.7559289460184545,3.0,1.0,2.3999999999999986,0,0
K0000046,KASSA STERIL CAHAYA,DUS,521,1856.0,3.5623800383877158,1.0,14.173799138439609,200.0,2.0,10.0,1,1
K0000047,KASSA STERIL DRC,BOX,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000055,KANA,TUBE,3,4.0,1.3333333333333333,1.0,0.5773502691896257,2.0,1.5,1.9,0,0
K0000056,KAKAK TUA,BTL,83,128.0,1.5421686746987953,1.0,1.0511457722963617,6.0,2.0,3.0,0,0
K0000057,KONVERMEX SYR 250MG,BTL,14,25.0,1.7857142857142858,1.0,1.8050600428356278,6.0,1.0,6.0,0,1
K0000058,KONICARE M.TELON 60ML,BTL,9,14.0,1.5555555555555556,1.0,0.8819171036881969,3.0,2.0,3.0,0,0
K0000059,KONICARE M. KAYU PUTIH 60ML,BTL,5,6.0,1.2,1.0,0.4472135954999579,2.0,1.0,1.7999999999999998,0,0
K0000060,KEJIBELING IKONG,STRIP,146,317.0,2.171232876712329,1.0,2.79250126179355,10.0,2.0,10.0,0,1
K0000064,KETOCONAZOLE TAB,STRIP,174,378.0,2.1724137931034484,1.0,4.006373236465427,30.0,2.0,10.0,0,1
K0000065,KALIUM DIKLOFENAK 50MG,STRIP,205,392.0,1.9121951219512194,1.0,3.150178575855662,20.0,1.0,10.0,0,1
K0000066,KLORFESON CR,TUBE,88,169.0,1.9204545454545454,1.0,2.3303178753571334,12.0,1.0,6.0,0,1
K0000068,KARET DOT DODO,PCS,11,15.0,1.3636363636363635,1.0,0.504524979109513,2.0,2.0,2.0,0,0
K0000069,KAPAS GULUNG 50GR,PCS,13,22.0,1.6923076923076923,1.0,1.797434068545834,7.0,1.0,5.199999999999996,0,0
K0000071,KOTAK P3K DINDING,PCS,10,13.0,1.3,1.0,0.4830458915396479,2.0,1.75,2.0,0,0
K0000073,KOOL FEVER BABY,SACH,41,128.0,3.1219512195121952,2.0,3.287819352939114,12.0,2.0,12.0,0,1
K0000074,KOOL FEVER KID,SACH,53,149.0,2.811320754716981,2.0,3.4028076855940412,12.0,2.0,12.0,0,1
K0000077,KONICARE M.TELON PLUS 125ML,BTL,10,14.0,1.4,1.0,0.699205898780101,3.0,1.75,2.549999999999999,0,0
K0000079,KANA WHITE 15GR,TUBE,9,13.0,1.4444444444444444,1.0,0.7264831572567789,3.0,2.0,2.5999999999999996,0,0
K0000080,KANA WHITE 30GR,TUBE,250,6091.0,24.364,1.0,112.28373905523848,1000.0,2.75,70.99999999999966,1,1
K0000086,KONICARE BABY DIAPER 60G,TUBE,10,17.0,1.7,1.0,1.636391694484477,6.0,1.0,4.649999999999997,0,0
K0000087,KLOROFIL,BTL,28,28.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000088,KINDEREN BABY BALSAM,TUBE,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000089,KONICARE M.TELON 125ML,BTL,8,13.0,1.625,1.0,0.9161253813129043,3.0,2.25,3.0,0,0
K0000090,MINYAK KEMIRI,BTL,4,6.0,1.5,1.0,1.0,3.0,1.5,2.6999999999999993,0,0
K0000093,KAPAS GULUNG 100GR,PCS,6,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000094,KONVERMEX KAPSUL 250MG,STRIP,40,67.0,1.675,1.0,2.4007210455322663,10.0,1.0,10.0,0,0
K0000095,KIRANTI,BTL,26,73.0,2.8076923076923075,1.0,4.16671794840237,16.0,1.75,12.0,0,1
K0000096,KAPAS BIRU IKG,PCS,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000097,KAPAS 500GR BIRU,BAL,36,49.0,1.3611111111111112,1.0,0.5929479754475107,3.0,2.0,2.25,0,0
K0000100,KULDON,STRIP,38,155.0,4.078947368421052,2.0,5.86506643333435,20.0,3.0,20.0,0,1
K0000101,KOMIX HERBAL,TUBE,23,124.0,5.391304347826087,4.0,3.6274099253873167,12.0,8.0,12.0,0,1
K0000102,KONICARE M.KAYU PUTIH PLUS 30ML,BTL,3,5.0,1.6666666666666667,1.0,1.1547005383792517,3.0,2.0,2.8,0,0
K0000103,KOMPOLAX SYR,BTL,15,22.0,1.4666666666666666,1.0,0.833809387832792,3.0,1.5,3.0,0,0
K0000136,KAPAS SELECTION,PCS,40,96.0,2.4,1.0,4.301460694062437,24.0,1.0,12.0,0,1
K0000138,KAPAS GULUNG BIRU 25GR,PCS,8,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000140,KONICARE M.KAYU PUTIH PLUS 60ML,BTL,1,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0,1
K0000141,KUTILOS,BTL,28,40.0,1.4285714285714286,1.0,0.634126487474228,3.0,2.0,2.6499999999999986,0,0
K0000142,KOMIX HERBAL LEMON,BTL,34,208.0,6.117647058823529,4.0,3.150418018269889,12.0,8.0,12.0,0,1
K0000143,KOOL FEVER ADULT,PCS,4,26.0,6.5,6.5,5.32290647422377,12.0,10.5,11.7,0,1
K0000146,KARET DOT YOUNG YOUNG,PCS,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000148,KAPSUL JAMU IBU MADURA,BTL,166,485.0,2.9216867469879517,1.0,5.604101272910347,33.0,1.0,12.0,0,1
K0000152,KOYO HANGAT TAKAHI,PCS,1,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0,1
K0000153,KOPI PEDE,SACH,180,579.0,3.216666666666667,1.0,3.058599014738757,10.0,5.0,10.0,0,1
K0000156,KARET DOT RELIABLE,PCS,69,168.0,2.4347826086956523,1.0,5.869858854074085,36.0,2.0,3.0,0,1
K0000160,KIRANTI ORANGE,BTL,32,63.0,1.96875,1.0,3.227746392484011,16.0,1.0,7.049999999999994,0,1
K0000162,KOTEX OVERNIGHT 28CM,PCS,6,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000165,KOMPRES XTRA COOL,SCHT,25,63.0,2.52,1.0,3.606937759374287,12.0,2.0,12.0,0,1
K0000166,KARET DOT RELIABLE GEPENG,PCS,44,111.0,2.522727272727273,1.5,5.258387038766874,36.0,2.0,4.700000000000003,0,1
K0000167,KOTEX OVERNIGHT 41CM,PCS,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000169,KONICARE MINYAK TELON 30ML,BTL,8,11.0,1.375,1.0,0.7440238091428449,3.0,1.25,2.6499999999999995,0,0
K0000170,KONICARE M.TELON PLUS 30ML,BTL,7,10.0,1.4285714285714286,1.0,0.7867957924694432,3.0,1.5,2.6999999999999993,0,0
K0000174,KOMIX HERBAL SACH,SACH,5,30.0,6.0,3.0,6.96419413859206,18.0,6.0,15.599999999999998,0,1
K0000176,KENSHIN,STRIP,297,669.0,2.2525252525252526,1.0,3.352117425850598,24.0,1.0,12.0,0,1
K0000177,KOPI KARKASA,PCS,42,98.0,2.3333333333333335,1.5,1.6916821858393434,5.0,4.5,5.0,0,1
K0000180,KAPSUL TAPAK DARA,BTL,1,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0,1
K0000182,KRIM 88 ANTI JAMUR,TUBE,25,70.0,2.8,1.0,3.1490739379485313,12.0,3.0,10.799999999999983,0,1
K0000185,KONICARE TELON EXTRA LEMONGRASS 60ML,BTL,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000186,KONICARE M.KAYU PUTIH PLUS 125ML,BTL,1,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0,1
K0000187,KONICARE NATURAL STRETCH MARKS OIL,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
K0000188,KINA,STRIP,14,37.0,2.642857142857143,1.0,6.14700856398576,24.0,1.0,9.049999999999992,0,1
